Hubs,Auth
107969,101388
107969,111918
107969,155390
107969,65203
107969,124034
107969,77866
107969,72036
107969,38661
107969,159302
107969,124913
107969,67603
107969,107195
107969,136073
107969,109031
107969,160711
107969,152361
107969,7523
107969,18202
107969,11026
107969,105071
107969,109296
107969,133031
107969,166560
107969,146580
107969,36172
107969,10404
107969,71512
107969,42922
107969,98596
107969,137686
107969,62274
107969,81032
107969,24479
107969,37484
107969,5829
107969,137201
107969,33076
107969,48718
107969,98428
107969,114753
107969,62969
107969,57473
107969,95625
107969,135587
107969,121700
107969,55863
107969,106416
107969,111263
107969,81823
107969,71634
107969,68356
107969,158864
107969,143515
107969,72657
107969,47640
107969,10469
107969,66402
107969,165474
107969,53357
107969,79014
107969,82796
107969,163397
107969,155148
107969,140896
107969,36168
107969,117441
107969,79433
107969,159425
107969,159859
107969,44136
107969,118345
107969,51284
107969,21689
107969,42965
107969,155467
107969,103648
107969,121328
107969,154946
107969,23736
107969,22797
107969,117200
107969,135893
107969,4300
107969,76703
107969,73799
107969,14065
107969,45759
107969,117920
107969,162256
107969,164719
107969,68371
107969,108076
107969,156179
107969,47278
107969,39592
107969,20460
107969,53182
107969,47168
107969,93630
107969,90951
107969,22128
107969,64425
107969,165241
107969,144927
107969,114464
107969,150114
107969,6392
107969,160634
107969,163940
107969,126277
107969,119615
107969,83848
107969,59137
107969,88476
107969,147068
107969,28437
107969,60900
107969,71686
107969,146540
107969,107746
107969,118222
107969,32658
107969,95518
107969,53689
107969,118280
107969,18395
107969,130552
107969,31792
107969,105369
107969,14870
107969,54104
107969,136400
107969,150105
107969,125227
107969,112516
107969,84906
107969,83006
107969,43631
107969,43778
107969,85774
107969,143237
107969,64328
107969,149567
107969,89121
107969,99946
107969,97413
107969,108490
107969,129242
107969,119597
107969,151775
107969,135725
107969,93976
107969,135043
107969,123247
107969,30676
107969,27288
107969,150776
107969,9168
107969,136378
107969,21116
107969,114132
107969,75915
107969,139703
107969,88729
107969,112465
107969,78268
107969,53092
107969,87779
107969,35756
107969,157952
107969,88535
107969,153612
107969,64391
107969,104955
107969,101695
107969,159846
107969,31932
107969,49455
107969,159930
107969,69586
107969,124869
107969,45642
107969,44669
107969,132589
107969,23871
107969,96226
107969,2995
107969,64155
107969,43965
107969,84965
107969,137660
107969,161677
107969,144846
107969,141048
107969,151067
107969,94084
107969,93039
107969,126928
107969,48267
107969,103694
107969,40189
107969,94338
107969,125417
107969,138677
107969,131348
107969,124583
107969,17753
107969,159883
107969,3446
107969,23752
107969,157436
107969,90189
107969,61482
107969,99918
107969,54396
107969,157729
107969,132353
107969,8567
107969,55115
107969,124787
107969,56546
107969,60004
94303,94180
94303,131234
94303,88307
94303,22301
94303,68572
94303,51126
94303,123017
94303,26774
94303,69069
94303,50467
94303,111688
94303,45797
94303,66216
94303,146043
94303,51435
94303,153139
94303,113131
94303,113142
94303,121583
94303,109425
94303,115804
94303,127820
94303,55136
94303,46292
94303,89016
94303,38613
94303,53494
94303,128303
94303,64841
94303,91330
94303,35462
94303,161732
94303,56237
94303,68972
94303,86506
94303,85467
94303,166409
94303,14408
94303,12426
94303,86116
94303,91604
94303,71231
94303,15019
94303,93285
94303,108312
94303,60086
94303,8599
94303,79531
94303,22318
94303,31760
94303,36677
94303,150727
94303,112608
94303,75083
94303,21651
94303,28962
94303,52753
94303,41143
94303,4037
94303,10048
94303,46604
94303,74479
94303,88124
94303,48115
94303,93175
94303,60876
94303,138193
94303,29597
94303,135615
94303,53939
94303,66451
94303,124400
94303,127815
94303,59198
94303,95351
94303,5329
94303,147242
94303,79780
94303,134194
94303,136858
94303,16373
94303,58815
94303,130688
94303,30510
94303,37462
94303,127917
94303,102217
94303,105765
94303,62768
94303,1005
94303,92684
94303,165251
94303,115615
94303,127593
94303,30503
94303,24659
94303,94544
94303,92670
94303,112511
94303,114575
94303,102887
94303,98748
94303,74197
94303,117576
94303,141933
94303,122568
94303,76952
94303,167345
94303,125942
94303,59924
94303,81258
94303,14596
94303,163552
94303,114532
94303,138739
94303,144737
94303,64368
94303,116507
94303,31251
94303,165784
94303,142218
94303,61152
94303,144116
94303,85327
94303,101773
94303,2235
94303,77721
94303,121579
94303,146537
94303,138455
94303,95390
94303,15551
94303,165589
94303,136723
94303,144844
94303,165560
94303,149695
94303,68155
94303,118866
94303,128024
94303,117648
94303,148592
94303,3412
94303,2812
94303,90288
94303,2295
94303,26671
94303,115783
94303,41273
94303,157929
94303,52533
94303,45521
94303,42519
94303,21510
94303,152140
94303,59666
94303,21394
94303,89383
94303,24518
94303,63734
94303,64859
94303,4734
94303,158079
94303,48187
94303,123157
94303,109675
94303,53684
94303,36172
94303,58844
94303,43042
94303,161244
94303,69315
94303,9155
94303,122060
94303,81107
94303,54735
94303,106340
94303,11014
94303,34005
94303,32487
94303,115476
94303,6926
94303,49706
94303,50596
94303,137512
94303,12286
94303,124820
94303,18986
94303,104742
94303,82338
94303,117128
94303,91834
94303,68498
94303,144717
94303,80866
94303,136934
94303,120952
94303,142272
94303,101555
94303,35477
94303,115531
94303,153594
94303,124992
94303,91775
94303,12405
94303,1397
94303,124028
94303,31837
94303,75945
94303,61485
94303,122978
94303,49979
94303,34374
94303,126978
94303,145529
94303,50553
94303,99861
94303,82955
94303,43098
94303,50348
94303,106752
94303,34290
94303,138172
94303,61670
94303,112581
94303,57309
94303,4591
94303,3380
94303,67490
94303,40188
94303,166871
94303,65973
94303,138342
94303,149522
94303,17655
94303,133597
94303,23051
94303,74580
94303,116831
94303,995
94303,133385
94303,20608
94303,94842
94303,60223
94303,29494
94303,69469
94303,144580
94303,155836
94303,151397
94303,12129
94303,133670
94303,38048
94303,110277
94303,146306
94303,88240
94303,68685
94303,106922
94303,119944
94303,111201
94303,124343
94303,86143
94303,37121
94303,145502
94303,154421
94303,50872
94303,78489
94303,59828
94303,116198
94303,103635
94303,3680
94303,14801
94303,44400
94303,24898
94303,37586
94303,94118
94303,47491
94303,61809
94303,167890
94303,42419
94303,126233
94303,47534
94303,145357
94303,143408
94303,17484
94303,104623
94303,154570
94303,15034
94303,38466
94303,49780
94303,167824
94303,166382
94303,109287
94303,130374
94303,145744
94303,80085
94303,8315
94303,118088
94303,81778
94303,37998
94303,49843
94303,154522
94303,150980
94303,79684
94303,120066
94303,104052
94303,91795
94303,101782
94303,86190
94303,150087
94303,78726
94303,107557
94303,75810
94303,47653
94303,65378
94303,33075
94303,1726
94303,118374
94303,8701
94303,113323
94303,119018
94303,97767
94303,132989
94303,80321
94303,42978
94303,136239
94303,100450
94303,155973
94303,38557
94303,139204
94303,135645
94303,97072
94303,49145
94303,100654
94303,150044
94303,49971
94303,19836
94303,152038
94303,45639
94303,88013
94303,145299
94303,29750
94303,114822
94303,66233
94303,53080
94303,135596
94303,62245
94303,77092
94303,159601
94303,57825
94303,157739
94303,68663
94303,76667
94303,162208
94303,57619
94303,61786
94303,130256
94303,28383
94303,139061
94303,132506
94303,147170
94303,166224
94303,10635
94303,51129
94303,36580
94303,93981
94303,48225
94303,39252
94303,145533
94303,5666
94303,152054
94303,126487
94303,14792
94303,66694
94303,128747
94303,23500
94303,74540
94303,141999
94303,20234
94303,25497
94303,66899
94303,50437
94303,62007
94303,56260
94303,70472
94303,78624
94303,74545
94303,91596
94303,44994
94303,148638
94303,50247
94303,41841
94303,121056
94303,156480
94303,111508
94303,148660
94303,111256
94303,46395
94303,154767
94303,18865
94303,150548
94303,62445
94303,76373
94303,149850
94303,76184
94303,12402
94303,13045
94303,105497
94303,160804
94303,136375
94303,23214
94303,102172
94303,38054
94303,166674
94303,88587
94303,28044
94303,112631
94303,67330
94303,145731
94303,1894
94303,65497
94303,19140
94303,24324
94303,85085
94303,70601
94303,113611
94303,73261
94303,141804
94303,9607
94303,13825
94303,76657
94303,26068
94303,167710
94303,82527
94303,124154
94303,80582
94303,5215
94303,104495
94303,29740
94303,116633
94303,63631
94303,37415
94303,156381
94303,136788
94303,96238
94303,81464
94303,127574
94303,46643
94303,61913
94303,59648
94303,101599
94303,156336
94303,85161
94303,127050
94303,123795
94303,140119
94303,23618
94303,160555
94303,5829
94303,27218
94303,76902
94303,90266
94303,92055
94303,33094
94303,68614
94303,80031
94303,70400
94303,133863
94303,109961
94303,160158
94303,116415
94303,161324
94303,165060
94303,141280
94303,38000
94303,19037
94303,60970
94303,160055
94303,152843
94303,155912
94303,141466
94303,125717
94303,87428
94303,15758
94303,7923
94303,53783
94303,143090
94303,89171
94303,68310
94303,24082
94303,7159
94303,53133
94303,95730
94303,161749
94303,148467
94303,87330
94303,72635
94303,109690
94303,58004
94303,23262
94303,162275
94303,160473
94303,133719
94303,75655
94303,24216
94303,115028
94303,27701
94303,53416
94303,108559
94303,30240
94303,25654
94303,446
94303,137159
94303,150470
94303,85499
94303,89834
94303,141994
94303,152204
94303,164894
94303,53259
94303,109003
94303,117878
94303,692
94303,88575
94303,90321
94303,94865
94303,36788
94303,58628
94303,30626
94303,31166
94303,47972
94303,20992
94303,86041
94303,162441
94303,130531
94303,42758
94303,69025
94303,130674
94303,131059
94303,34355
94303,113989
94303,165505
94303,1381
94303,93934
94303,160029
94303,3256
94303,83551
94303,96183
94303,27512
94303,65330
94303,36083
94303,134296
94303,38893
94303,27360
94303,18526
94303,165331
94303,32044
94303,80737
94303,152932
94303,124219
94303,140627
94303,117602
94303,13398
94303,98671
94303,125821
94303,53477
94303,149752
94303,146010
94303,12634
94303,123889
94303,92345
94303,96643
94303,165468
94303,20266
94303,73284
94303,90856
94303,36060
94303,16039
94303,97840
94303,163535
94303,168097
94303,36425
94303,19504
94303,115603
94303,143761
94303,19549
94303,106191
94303,61439
94303,34237
94303,45206
94303,139087
94303,156333
94303,112281
94303,86680
94303,24763
94303,8668
94303,13941
94303,143155
94303,133944
94303,110086
94303,99544
94303,54659
94303,149470
94303,61433
94303,156998
94303,102541
94303,105839
94303,130614
94303,15295
94303,53798
94303,152709
94303,63749
94303,107263
94303,94454
94303,141844
94303,126254
94303,81375
94303,98573
94303,75566
94303,144582
94303,7015
94303,125387
94303,22195
94303,45953
94303,49259
94303,100807
94303,94957
94303,131186
94303,6000
94303,76342
94303,3030
94303,130992
94303,111406
94303,29106
94303,33057
94303,161960
94303,82302
94303,2844
94303,52371
94303,72082
94303,65078
94303,83592
94303,46208
94303,12483
94303,46000
94303,84497
94303,141737
94303,161653
94303,45116
94303,146864
94303,20254
94303,156446
94303,143756
94303,164664
94303,94419
94303,95392
94303,157611
94303,77170
94303,79176
94303,158064
94303,55989
94303,145365
94303,31562
94303,109312
94303,84112
94303,19074
94303,103652
94303,93055
94303,4521
94303,85084
94303,134800
94303,59584
94303,62984
94303,104944
94303,84970
94303,16384
94303,53620
94303,55878
94303,123534
94303,164071
94303,65648
94303,131722
94303,147139
94303,144018
94303,143497
94303,106739
94303,84154
94303,153039
94303,102124
94303,70146
94303,123395
94303,89176
94303,141325
94303,55425
94303,41059
94303,168012
94303,79348
94303,116676
94303,92147
94303,96565
94303,71410
94303,52646
94303,152628
94303,38750
94303,18647
94303,156550
94303,7925
94303,20901
94303,68011
94303,89681
94303,93271
94303,75763
94303,123021
94303,14961
94303,26230
94303,60377
94303,139240
94303,166806
94303,2683
94303,39375
94303,3117
94303,115401
94303,87139
94303,85201
94303,22906
94303,98438
94303,71786
94303,135669
94303,57996
94303,161869
94303,160688
94303,37302
94303,42255
94303,153768
94303,29347
94303,20876
94303,102073
94303,68535
94303,66547
94303,108509
94303,158567
94303,9188
94303,106795
94303,37308
94303,144091
94303,16076
75754,118535
75754,58518
75754,131371
75754,79010
75754,41976
75754,103087
75754,48688
75754,87515
75754,2524
75754,112252
75754,54362
75754,50635
75754,10044
75754,117075
75754,7816
75754,9028
75754,115210
75754,89189
75754,165746
75754,37185
75754,32093
75754,120977
75754,26717
75754,4450
75754,68789
75754,3712
75754,122102
75754,113201
75754,22557
75754,89205
75754,63445
75754,41889
75754,36610
75754,32728
75754,16832
75754,150188
75754,12989
75754,49024
75754,132636
75754,140984
75754,60950
75754,155642
75754,14547
75754,13111
75754,30622
75754,36801
75754,151114
75754,92775
75754,43654
75754,15746
75754,157047
75754,87974
75754,80081
75754,19106
75754,95456
75754,75052
75754,45979
75754,26739
75754,19760
75754,2191
75754,47197
75754,103060
75754,33327
75754,5883
75754,150006
75754,81544
75754,55459
75754,136394
75754,132376
75754,18817
75754,75301
75754,165078
75754,107187
75754,106808
75754,30877
75754,99711
75754,59152
75754,157811
75754,76423
75754,54545
75754,140175
75754,9900
75754,90666
75754,55437
75754,67567
75754,50428
75754,34581
75754,73801
75754,4176
75754,60214
75754,55984
75754,168032
75754,162714
75754,63889
75754,138858
75754,126853
75754,54717
75754,16494
75754,72975
75754,17206
75754,33290
75754,45625
75754,10530
75754,101472
75754,73259
75754,98606
75754,93193
75754,125956
75754,12375
75754,57698
75754,26136
75754,30513
75754,15191
75754,120573
75754,4996
75754,79499
75754,158159
75754,104571
75754,90338
75754,162241
75754,20016
75754,37476
75754,99320
75754,86238
75754,87735
75754,11132
75754,86660
75754,101225
75754,14452
75754,21293
75754,50127
75754,119284
75754,13136
75754,151696
75754,86725
75754,87205
75754,20884
75754,97470
75754,102289
75754,40177
75754,36134
75754,37557
75754,149610
75754,101112
75754,81497
75754,52523
75754,117697
75754,143325
75754,156150
75754,52562
75754,25587
75754,80926
75754,138727
75754,66912
75754,138470
75754,127890
75754,124596
75754,137576
75754,136173
75754,77451
75754,37913
75754,112752
75754,168031
75754,146524
75754,111584
75754,9612
75754,142290
75754,134203
75754,94117
75754,24503
75754,112915
75754,163936
75754,93906
75754,80902
75754,114108
75754,152687
75754,59419
75754,105174
75754,125120
75754,38120
75754,134815
75754,153847
75754,64863
75754,5362
75754,55022
75754,74080
75754,19930
75754,121698
75754,137719
75754,24730
75754,49611
75754,81457
75754,109803
75754,167502
75754,392
75754,40084
75754,125505
75754,71178
75754,105196
75754,166757
75754,70496
75754,166724
75754,165514
75754,67831
75754,47466
75754,148404
75754,17233
75754,115290
75754,120018
75754,153857
75754,117527
75754,20145
75754,104735
75754,18066
75754,29475
75754,111438
75754,21938
75754,98836
75754,144933
75754,102189
75754,62120
75754,66558
75754,148553
75754,6768
75754,149556
75754,159585
75754,164756
75754,131581
75754,162867
75754,155855
75754,39477
75754,3968
75754,21841
75754,131828
75754,68489
75754,153739
75754,147626
75754,147403
75754,14677
75754,76902
75754,51604
75754,166234
75754,97970
75754,148648
75754,13637
75754,163134
75754,99361
75754,90362
75754,167710
75754,47541
75754,48015
75754,32674
75754,45967
75754,152237
75754,53027
75754,55905
75754,86962
75754,138286
75754,117749
75754,59177
75754,154272
75754,39957
75754,28782
75754,150970
75754,60504
75754,115415
75754,66013
75754,158388
75754,84478
75754,138661
75754,55840
75754,20355
75754,57971
75754,72226
75754,57896
75754,45980
75754,12063
75754,120860
75754,87587
75754,159105
75754,6340
75754,15500
75754,97934
75754,63046
75754,124686
75754,56347
75754,145116
75754,49977
75754,145308
75754,166087
75754,41039
75754,135138
75754,129461
75754,166314
75754,41018
75754,161348
75754,166130
75754,15938
75754,55142
75754,153581
75754,157338
75754,107135
75754,116855
75754,112795
75754,160545
75754,3097
75754,109222
75754,1107
46186,7195
46186,114880
46186,120145
46186,61597
46186,68769
46186,136478
46186,135614
46186,64736
46186,10075
46186,55412
46186,27399
46186,64759
46186,123722
46186,34750
46186,72940
46186,65348
46186,7991
46186,161933
46186,37794
46186,47375
46186,152382
46186,77701
46186,38813
46186,81235
46186,42398
46186,57963
46186,38541
46186,142775
46186,30613
46186,30840
46186,83479
46186,77856
46186,32683
46186,63403
46186,12878
46186,105936
46186,134334
46186,75938
46186,135721
46186,94957
46186,40175
46186,24077
46186,160712
46186,128078
46186,29284
46186,46007
46186,129473
46186,94952
46186,59648
46186,226
46186,81218
46186,40739
46186,3864
46186,8108
46186,100277
46186,118382
46186,91793
46186,158689
46186,160601
46186,36902
46186,10664
46186,18151
46186,72986
46186,154871
46186,121647
46186,120240
46186,163873
46186,18901
46186,58546
46186,41891
46186,93826
46186,102462
46186,6167
46186,50140
46186,103512
46186,134697
46186,103996
46186,65874
46186,154578
46186,102617
46186,49652
46186,96371
46186,55240
46186,94937
46186,159608
46186,120080
46186,166257
46186,72611
46186,119653
46186,45332
46186,117061
46186,35271
46186,133831
46186,80383
46186,5231
46186,7309
46186,13701
46186,78881
46186,159159
46186,65371
46186,156543
46186,110126
46186,61491
46186,156979
46186,17449
46186,38435
46186,92213
46186,128645
46186,163218
46186,136098
46186,145892
46186,31261
46186,76229
46186,122759
46186,144515
46186,1685
46186,165573
46186,13998
46186,90906
46186,166722
46186,29313
46186,117791
46186,104730
46186,57589
46186,69741
46186,45350
46186,163141
46186,34245
46186,53226
46186,112182
46186,25178
46186,162880
46186,90369
46186,148230
46186,100497
46186,12429
46186,117187
46186,152193
46186,131447
46186,38296
46186,84441
46186,121095
46186,61931
46186,152922
46186,134275
46186,1792
46186,20457
46186,143247
46186,102675
46186,26851
46186,34227
46186,47607
46186,68765
46186,137957
46186,98960
46186,62626
46186,66486
46186,131413
46186,122490
46186,141047
46186,150803
46186,166003
46186,19831
46186,2207
46186,57562
46186,165492
46186,143755
46186,158363
46186,149972
46186,153420
46186,93990
46186,37823
46186,160155
46186,91169
46186,137540
46186,136277
46186,60914
46186,56801
46186,161031
46186,27237
46186,149692
46186,159504
46186,33647
46186,142243
46186,142587
46186,120560
46186,2683
46186,68652
46186,104089
46186,128795
46186,158876
46186,3463
46186,95406
46186,7078
46186,144131
46186,147293
46186,11027
46186,118931
46186,33538
46186,29234
46186,17127
46186,121821
46186,92923
46186,152696
46186,163106
46186,3721
46186,68064
46186,65873
46186,20372
46186,162162
46186,102724
46186,137544
46186,138087
46186,108568
46186,57113
46186,48316
46186,21242
46186,21625
46186,121181
46186,18466
46186,103514
46186,11414
46186,3035
46186,65919
46186,24049
46186,83883
46186,33501
46186,125350
46186,45733
46186,71439
46186,117362
46186,7280
46186,18564
46186,27479
46186,142108
46186,131974
46186,76108
46186,92976
46186,21055
46186,93160
46186,103079
46186,164854
45625,113246
45625,43570
45625,145059
45625,74350
45625,31604
45625,67900
45625,158071
45625,44765
45625,109264
45625,49678
45625,76018
45625,10320
45625,46845
45625,20555
45625,74251
45625,143421
45625,72528
45625,5976
45625,83924
45625,66666
45625,64611
45625,66542
45625,17831
45625,71037
45625,90935
45625,30071
45625,90477
45625,36771
45625,136191
45625,42592
45625,64612
45625,70355
45625,164451
45625,30662
45625,131546
45625,167332
45625,162902
45625,65378
45625,140879
45625,118982
45625,25598
45625,33953
45625,131213
45625,49197
45625,132048
45625,40685
45625,123115
45625,113480
45625,156569
45625,124398
45625,150313
45625,96253
45625,16352
45625,105767
45625,148136
45625,166435
45625,113050
45625,21061
45625,66147
45625,150317
45625,88611
45625,27530
45625,74951
45625,126051
45625,74772
45625,64865
45625,59955
45625,43823
45625,81537
111363,150876
111363,49061
111363,111532
111363,2839
111363,67358
111363,87191
111363,77330
111363,110579
111363,4774
111363,111593
111363,167985
111363,118462
111363,129294
111363,99842
111363,154222
111363,67755
111363,41017
111363,133408
111363,27669
111363,134490
111363,134892
111363,37983
111363,167908
111363,87974
111363,68887
111363,25409
111363,149380
111363,163651
111363,63178
111363,85032
111363,38632
111363,165078
111363,106946
111363,132802
111363,109779
111363,77962
111363,67182
111363,5981
111363,155581
111363,135699
111363,117939
111363,46395
111363,127962
111363,78376
111363,78446
111363,114632
111363,52892
111363,58087
111363,12980
111363,89087
111363,165685
111363,72466
111363,42816
111363,30253
111363,11728
111363,66938
111363,79112
111363,62914
111363,112715
111363,99684
111363,49599
111363,111519
111363,65843
111363,78593
111363,111776
111363,55758
111363,71118
111363,105911
111363,18735
111363,100148
111363,117371
111363,27491
111363,102262
111363,162426
111363,140382
111363,153148
111363,93802
111363,147871
111363,153283
111363,44271
111363,40622
111363,14329
111363,6768
111363,12720
111363,117841
111363,124438
111363,145192
111363,5545
111363,113427
111363,148594
111363,108407
111363,71765
111363,42215
111363,124216
111363,13791
111363,120443
111363,128877
111363,56035
111363,189
111363,139507
111363,159268
111363,137887
111363,4645
111363,149813
111363,26375
111363,96440
111363,135691
111363,147626
111363,22823
111363,16268
111363,99951
111363,42760
111363,103291
111363,130226
111363,129980
111363,139250
111363,71539
111363,719
111363,161368
111363,28382
111363,118079
111363,126226
111363,95818
111363,101244
111363,63075
111363,20196
111363,155318
111363,104741
111363,85659
111363,42389
111363,17127
111363,102760
111363,124739
111363,86828
111363,86181
111363,89030
111363,83915
111363,93099
111363,4634
111363,94676
111363,127340
111363,123183
111363,141323
111363,36785
111363,99264
44002,112417
44002,5538
44002,23978
44002,52836
44002,6527
44002,33520
44002,161818
44002,37562
44002,67900
44002,84422
44002,1235
44002,134194
44002,46364
44002,5315
44002,44717
44002,9797
44002,138893
44002,120915
44002,97320
44002,134374
44002,20299
44002,10388
44002,37409
44002,161359
44002,73653
44002,113254
44002,38534
44002,3211
44002,18880
44002,2491
44002,44162
44002,96119
44002,14909
44002,165298
44002,30751
44002,110617
44002,95271
44002,146424
44002,152819
44002,74578
44002,26963
44002,20523
44002,55110
44002,33896
44002,14608
44002,19728
44002,86932
44002,69381
44002,165598
44002,103394
44002,125744
44002,149500
44002,150215
44002,94927
44002,167294
44002,140344
44002,120762
44002,88308
44002,148310
44002,141637
44002,63883
44002,133052
44002,56512
44002,67980
44002,68546
44002,128413
44002,72371
44002,36926
44002,120638
44002,162354
44002,91362
44002,161605
44002,306
44002,119951
44002,6288
44002,2478
44002,51653
44002,91522
44002,137041
44002,46077
44002,131260
44002,13411
44002,119018
44002,152108
44002,123307
44002,136743
104615,24321
104615,104105
104615,19552
104615,7622
104615,83142
104615,117681
104615,119271
104615,2755
104615,23926
104615,88718
104615,10006
104615,163200
104615,134530
104615,60442
104615,96857
104615,106412
104615,70905
104615,110096
104615,140479
104615,53713
104615,4180
104615,148972
104615,159923
104615,40799
104615,94147
104615,7982
104615,28171
104615,29214
104615,96873
104615,63632
104615,22945
104615,100720
104615,26566
104615,160426
104615,123545
104615,74476
104615,72466
104615,120886
104615,101225
104615,160521
104615,69874
104615,25366
104615,135000
104615,136703
104615,115847
104615,74728
104615,157648
104615,118185
104615,71118
104615,104978
104615,84892
104615,7864
104615,152316
104615,9601
104615,165535
104615,13884
104615,95330
104615,18302
104615,63062
104615,16981
104615,149018
104615,53389
104615,81617
104615,88311
104615,157815
104615,127723
104615,5694
104615,155121
104615,81373
104615,18344
104615,127737
104615,28855
104615,140102
104615,143820
104615,17662
104615,107036
104615,132424
104615,52245
104615,167504
104615,124566
104615,167077
104615,53352
104615,151241
104615,74660
104615,50393
104615,135455
104615,83675
104615,100917
104615,68144
104615,154336
104615,72830
104615,150418
104615,70055
104615,73431
104615,154431
104615,13365
104615,165238
34982,129366
34982,42597
34982,42784
34982,133403
34982,1694
34982,58434
34982,89937
34982,153788
34982,93844
34982,82682
34982,37521
34982,41372
34982,166003
34982,145783
34982,48066
34982,12012
34982,156923
34982,44164
34982,54104
34982,94777
34982,93890
34982,123084
34982,146014
34982,120425
34982,11134
34982,6787
34982,100445
34982,50287
34982,133844
12012,137832
12012,73357
12012,39167
12012,10075
12012,7204
12012,98669
12012,38908
12012,157537
12012,108055
12012,141031
12012,131551
12012,72940
12012,158337
12012,33042
12012,105914
12012,23579
12012,17911
12012,88718
12012,81235
12012,62889
12012,17274
12012,129514
12012,121795
12012,142382
12012,24182
12012,161365
12012,160856
12012,152090
12012,128078
12012,105510
12012,550
12012,106482
12012,75506
12012,99656
12012,72908
12012,44505
12012,88448
12012,101817
12012,99542
12012,134428
12012,842
12012,54619
12012,130696
12012,49017
12012,15285
12012,142991
12012,68561
12012,115907
12012,163661
12012,141406
12012,119564
12012,120142
12012,110958
12012,31798
12012,59125
12012,23937
12012,25967
12012,93250
12012,2877
12012,105817
12012,7668
12012,167496
12012,3768
12012,124382
12012,147497
12012,74459
12012,45854
12012,57371
12012,137424
12012,139425
12012,37823
12012,81593
12012,160088
12012,90749
12012,5100
12012,579
12012,55267
12012,148152
12012,61324
12012,19658
12012,3602
12012,41825
12012,166839
12012,39396
12012,25157
12012,83496
12012,88083
12012,129128
12012,120884
12012,129485
12012,121001
12012,125124
12012,54104
12012,43909
12012,6241
12012,147029
12012,59525
12012,19016
12012,145783
12012,113437
12012,164847
12012,21
12012,124497
12012,137127
12012,118691
12012,117061
12012,13255
12012,61680
12012,43489
12012,94777
12012,97263
12012,92414
12012,114235
12012,101332
12012,140193
12012,129065
12012,55179
12012,42537
12012,31068
12012,43113
12012,114387
12012,90081
12012,34423
12012,34478
12012,166425
12012,164188
12012,123084
12012,53519
12012,2041
12012,51790
12012,111967
12012,140911
12012,80613
12012,68774
12012,33466
12012,119545
12012,56
12012,60234
12012,41544
12012,14436
12012,145658
12012,45764
12012,111315
119271,142402
119271,1807
119271,129869
119271,143751
119271,13922
119271,67837
119271,77526
119271,57755
119271,155375
119271,54363
119271,97963
119271,26552
119271,28726
119271,46113
119271,27382
119271,146366
119271,87149
119271,53891
119271,74278
119271,123967
119271,121551
119271,88201
119271,9175
119271,132963
119271,12628
119271,140936
119271,24182
119271,30545
119271,167375
119271,82991
119271,165629
119271,153521
119271,148875
119271,156626
119271,8627
119271,96270
119271,35041
119271,120185
119271,10581
119271,45842
119271,14150
119271,41043
119271,127734
119271,163035
119271,118505
119271,158010
119271,114624
119271,51943
119271,9526
119271,29854
119271,58715
119271,123847
119271,101220
119271,155318
119271,64902
119271,33329
119271,10715
119271,60442
119271,17980
119271,78709
119271,53101
119271,124566
119271,72591
119271,100948
119271,126071
119271,135726
119271,3414
119271,59368
119271,46977
119271,4614
119271,62257
119271,31354
119271,87177
119271,18581
119271,32362
119271,71493
119271,27109
119271,83727
119271,151004
119271,50167
119271,24686
119271,133922
119271,13586
119271,76292
119271,70529
119271,110513
119271,86919
119271,81119
119271,46267
119271,165982
119271,17336
119271,12137
119271,10763
119271,74509
119271,33703
119271,76590
119271,71765
119271,939
119271,129570
119271,51541
119271,616
119271,39587
119271,96234
119271,17329
119271,55393
119271,16365
119271,42085
119271,118387
119271,8711
119271,106535
119271,118816
119271,133914
119271,100210
119271,102727
119271,88463
119271,145765
119271,55440
119271,43721
119271,93541
119271,34662
119271,67858
119271,124484
119271,772
119271,71118
119271,118487
119271,52613
119271,26836
119271,165392
119271,40993
119271,68144
119271,46183
119271,143294
119271,116980
119271,19676
119271,88009
119271,35015
119271,46619
119271,79453
119271,60540
119271,93320
119271,132243
119271,167801
119271,90195
119271,155331
119271,26810
119271,147681
119271,60728
119271,147024
119271,38438
119271,120422
119271,156699
119271,1123
119271,24067
119271,19722
119271,75554
119271,27413
119271,88588
119271,157199
119271,32105
119271,6610
119271,31323
119271,58080
119271,57917
119271,94042
119271,55348
119271,3874
119271,74764
119271,98124
119271,9243
119271,20401
119271,2312
119271,154032
119271,64853
119271,17776
119271,147331
119271,58007
119271,93693
119271,23887
119271,95173
119271,90662
119271,123938
119271,167277
119271,149798
119271,97764
119271,116586
119271,125969
119271,830
119271,145754
119271,6763
119271,73994
119271,150561
119271,40097
119271,22894
119271,7707
119271,76041
119271,27162
119271,148058
119271,99213
119271,63436
119271,113686
119271,138223
119271,138299
119271,162076
119271,116431
119271,148661
119271,112604
119271,49576
119271,85035
119271,26130
119271,149249
119271,98615
119271,39131
119271,114458
119271,92432
119271,93293
119271,14137
119271,95278
119271,11053
119271,12862
119271,40799
119271,2601
119271,98620
119271,81858
119271,47589
119271,129372
119271,117487
119271,116574
119271,77477
119271,147330
119271,23527
119271,125474
119271,82992
119271,34762
119271,1662
119271,145401
119271,6202
119271,164299
119271,13513
119271,131777
119271,45714
119271,33140
119271,122191
119271,11022
119271,12873
119271,115915
119271,44537
119271,91110
119271,85574
